Title,Price,Location,BuildArea,NoOfBedrooms,NoOfBathrooms
[ Worth Buy ] Artis 3 Condo 650sf 1Car Park Well Maintain Jelutong,RM 480 000,Jelutong,650 sq.ft.,2 Bedrooms,1 Bathroom
[ Cheapest Unit ] Setia Pinnacle 1095sf 1Cp Hill View Well Maintain,RM 510 000,Sungai Ara,1095 sq.ft.,3 Bedrooms,2 Bathrooms
Andaman Quayside 1137 Sq.ft High Floor Seaview Tanjung Tokong Gurney,RM 1 200 000,Tanjong Tokong,1137 sq.ft.,1 Bedroom,2 Bathrooms
Kondominium Mutiara Bandar Perda Renovated 800sqft,RM 235 000,Bukit Mertajam,800 sq.ft.,3 Bedrooms,2 Bathrooms
[ Worth Buy ] Artis 3 Condo 1175sf Renovated Well Maintain Jeluton,RM 778 000,Jelutong,1175 sq.ft.,3 Bedrooms,2 Bathrooms
Flat Taman Tun Sardon,RM 118 000,Gelugor,550 sq.ft.,2 Bedrooms,1 Bathroom
•Summerskye Residences•Bayan Lepas•Fully Renovated•Partial Furnished•,RM 638 000,Bayan Lepas,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"The Oasis, Fully Renovated, Sea View",RM 520 000,Gelugor,1113 sq.ft.,3 Bedrooms,2 Bathrooms
[ Worth Buy ] Setia Pinnacle 1095sf Renovated Hill View Well Maintain,RM 540 000,Sungai Ara,1095 sq.ft.,3 Bedrooms,2 Bathrooms
MUST VIEW! The Spring 2Car Park RENOVATED KITCHEN High Floor Jelutong,RM 590 000,Jelutong,925 sq.ft.,3 Bedrooms,2 Bathrooms
[ Worth Buy ] Setia Pinnacle 1095sf Renovated Hill View Well Maintain,RM 560 000,Sungai Ara,1095 sq.ft.,3 Bedrooms,2 Bathrooms
QuayWest Near Queensbay Unfurnished At Bayan Lepas High Floor For SALE,RM 1 100 000,Batu Uban,1819 sq.ft.,4 Bedrooms,3 Bathrooms
MUST VIEW Desa Alor Vista Fully Furnished Reno Well Maintained Relau,RM 375 000,Bayan Lepas,750 sq.ft.,3 Bedrooms,2 Bathrooms
QuayWest Residence @ Bayan Lepas Near Queensbay Mall For SALE!,RM 480 000,Batu Uban,760 sq.ft.,2 Bedrooms,1 Bathroom
"The Waterfront Condominium, Tanjung Bungah, Penang",RM 1 500 000,Tanjung Bungah,2950 sq.ft.,5 Bedrooms,4 Bathrooms
Villa condo Facing Garden GROUND FLOOR BEST DEAL! Relau 1 Worth buy,RM 320 000,Relau,750 sq.ft.,3 Bedrooms,2 Bathrooms
CHEAPEST DEAL Vista Gambier 1343sf Renovate Furnish 2 Car Park Gelugor,RM 588 000,Gelugor,1343 sq.ft.,4 Bedrooms,2 Bathrooms
Zen 6 Seaview Condo | Zen6 Near Queensbay | Triuni | Queens Waterfront,RM 689 000,Bayan Lepas,1050 sq.ft.,3 Bedrooms,2 Bathrooms
DIRECT CALL!! Sri Abadi 850sf Renovated Low Dense Relau Sungai Ara,RM 288 000,Sungai Ara,850 sq.ft.,3 Bedrooms,2 Bathrooms
Worth Buy Unit Mansion One Move In Condition Sea View Corner Unit,RM 1 150 000,Georgetown,1313 sq.ft.,3 Bedrooms,2 Bathrooms
Quayside condominium for sales,RM 1 630 000,Tanjong Tokong,2146 sq.ft.,3 Bedrooms,4 Bathrooms
Fully Renovated with Furnished,RM 650 000,Relau,1161 sq.ft.,3 Bedrooms,2 Bathrooms
Ocean View Condo Furnished Maritime Jelutong,RM 460 000,Jelutong,861 sq.ft.,3 Bedrooms,2 Bathrooms
Kampar Mansion Apartment Low Floor1 Fixed Carpark Reno At Jalan Kampar,RM 290 000,Georgetown,667 sq.ft.,2 Bedrooms,1 Bathroom
Tunas Residensi Condo Reno And Furnished Near Spice,RM 380 000,Relau,840 sq.ft.,3 Bedrooms,2 Bathrooms
SAVE RENO All Season Park 887sf SPRING NON GRAVE VIEW 2CP Farlim RARE,RM 525 000,Ayer Itam,887 sq.ft.,3 Bedrooms,2 Bathrooms
Forestville 1000sf 2Car park Well Maintain Bayan Lepas Forest Ville,RM 495 000,Bayan Lepas,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Marina Bay - Fully Renovated - 1160' - 2 Car Parks - Tanjung Tokong,RM 550 000,Tanjong Tokong,1160 sq.ft.,3 Bedrooms,2 Bathrooms
SUPERB Desa Singora 750sf Renovated 1 Car Park Patani Road Georgetown,RM 360 000,Georgetown,750 sq.ft.,3 Bedrooms,2 Bathrooms
Best Buy! Kota Emas 900sf Renovated Basic Fitting Jelutong SUPERB,RM 390 000,Jelutong,900 sq.ft.,3 Bedrooms,2 Bathrooms
[ CHEAPEST IN TREE SPARINA ] 1300sf 1cp BAYAN LEPAS POOL VIEW,RM 510 000,Bayan Lepas,1300 sq.ft.,3 Bedrooms,2 Bathrooms
Serina Bay Worthbuy Seaview Windy Unit Full Loan Near Maritime,RM 315 000,Jelutong,900 sq.ft.,3 Bedrooms,2 Bathrooms
BEST BUY l Butterworth Condo l Fully Sea View l Raja Uda,RM 380 000,Butterworth,938 sq.ft.,3 Bedrooms,2 Bathrooms
Pinang Emas Newly Reno Full Furnished,RM 158 000,Batu Ferringhi,560 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Seri Melor - Fully Renovated - 1070' - 1 Car Park -Raja Uda,RM 360 000,Bayan Lepas,1070 sq.ft.,3 Bedrooms,2 Bathrooms
Renovated Flat Taman Bendera Bayan Lepas Penang,RM 195 000,Bayan Lepas,550 sq.ft.,2 Bedrooms,2 Bathrooms
"SALE!! Taman Sri Indah Flat, Balik Pulau (Negotiable)",RM 180 000,Balik Pulau,604 sq.ft.,3 Bedrooms,1 Bathroom
Kondo Mutiara Reno 1 Carpark Full Loan Bandar Perda,RM 215 000,Bukit Mertajam,800 sq.ft.,3 Bedrooms,2 Bathrooms
ASIA HEIGHT [WELL MAINTAINED] 838sft FARLIM,RM 370 000,Ayer Itam,838 sq.ft.,3 Bedrooms,2 Bathrooms
Best Buy l Luminari New 945sf 2 bedrooms,RM 430 000,Butterworth,945 sq.ft.,2 Bedrooms,2 Bathrooms
Sunrise Garden ( Ground Floor ) - Sg Ara,RM 500 000,Bayan Lepas,1100 sq.ft.,3 Bedrooms,2 Bathrooms
I-Santorini Tanjung Tokong | Partly Furnished | High Floor | Corner,RM 500 000,Tanjong Tokong,850 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Delima | Ayer Itam | Penang Hill | Farlim | Apartment | North,RM 280 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
The Shorefront 3109sqft Sky Terrace Low Density Exclusive,RM 2 650 000,Georgetown,3109 sq.ft.,3 Bedrooms,2 Bathrooms
Shorefront Residence 3000sqft Fully Furnished Ground Floor Sea Front,RM 3 000 000,Georgetown,3000 sq.ft.,4 Bedrooms,3 Bathrooms
SEAVIEW!! [TRI PINNACLE] 800sf 2cp Furnished Reno nr Santorini Peak!!,RM 499 000,Tanjong Tokong,800 sq.ft.,3 Bedrooms,2 Bathrooms
Fettes Residence Condominium Tanjung Tokong,RM 970 000,Tanjong Tokong,1600 sq.ft.,3 Bedrooms,2 Bathrooms
Collection 2 1701sqft Full Seaview Renovated Tastefully Furnished Rare,RM 2 050 000,Gelugor,1701 sq.ft.,4 Bedrooms,3 Bathrooms
Selling At Loss Collection 1 1528sqft Midfloor Renovated Furnished,RM 1 350 000,Gelugor,1528 sq.ft.,3 Bedrooms,3 Bathrooms
Rare Collection 3 1884sqft Renovated Furnished Sea View Private Lift,RM 2 050 000,Gelugor,1884 sq.ft.,4 Bedrooms,3 Bathrooms
Rare Collection 2 1863sqft Unblocked Full Pool N Seaview Renovated,RM 2 200 000,Gelugor,1863 sq.ft.,4 Bedrooms,3 Bathrooms
Worthy Buy Bayswater 1636sqft Reno Full Furnished Midfloor,RM 1 080 000,Gelugor,1636 sq.ft.,4 Bedrooms,3 Bathrooms
Grace Residence High Floor 1646sqft Corner Sea Pg Bridge View,RM 945 000,Jelutong,1646 sq.ft.,4 Bedrooms,3 Bathrooms
Grace Residence High Floor Sea n Bridge View Renovated Save on Reno,RM 1 160 000,Jelutong,1646 sq.ft.,4 Bedrooms,3 Bathrooms
Mira Residence 1635sqft Fully Furnished Full Unblock Sea View,RM 1 390 000,Tanjung Bungah,1635 sq.ft.,4 Bedrooms,3 Bathrooms
TreeSparina 1130sqft Fully Furnish Renovated 2 CP,RM 645 000,Bayan Lepas,1130 sq.ft.,3 Bedrooms,2 Bathrooms
DESA INDAH 650sf 1CP RENOVATED FURNISHED RELAU SUNGAI ARA WORTH CHEAP,RM 220 000,Relau,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Halaman Kristal,Lengkok Free School, Jelutong, High Floor, BELOW VALUE",RM 432 000,Jelutong,900 sq.ft.,3 Bedrooms,2 Bathrooms
Raffel Tower Condominium Bukit Gambier Gelugor 1400sf High Floor,RM 1 050 000,Gelugor,1400 sq.ft.,3 Bedrooms,2 Bathrooms
Tropicana 218 Macalister Georgetown,RM 560 000,Georgetown,380 sq.ft.,1 Bedroom,1 Bathroom
Straits Garden Studio Condominium Georgetown Jelutong,RM 420 000,Jelutong,485 sq.ft.,1 Bedroom,1 Bathroom
"GRANDVIEW CONDO for sale ,bu 1300sf , 2 car parks",RM 480 000,Tanjong Tokong,1300 sq.ft.,3 Bedrooms,2 Bathrooms
Rare Diamond Villa 2500sqft Furnished UNBLOCKED Sea Town Hill View,RM 1 250 000,Tanjung Bungah,2500 sq.ft.,4 Bedrooms,3 Bathrooms
Rare Diamond Villa 3200sqft and 180 Degree Unblocked Sea View,RM 1 500 000,Tanjung Bungah,3200 sq.ft.,4 Bedrooms,4 Bathrooms
Andaman Blkh 1161sqft Full Furnished Facility View Large Balcony,RM 1 200 000,Tanjong Tokong,1137 sq.ft.,1 Bedroom,1 Bathroom
Tamarind Condo Fully Reno Fully Furnished Sea View,RM 930 000,Tanjong Tokong,1024 sq.ft.,3 Bedrooms,2 Bathrooms
"Anson Apartment, Low Floor, Georgetown, BELOW VALUE",RM 729 000,Georgetown,1647 sq.ft.,3 Bedrooms,2 Bathrooms
Rare Lightpoint 2239 Sqft High Floor Unblocked Sea Georgetown View,RM 2 280 000,Gelugor,2239 sq.ft.,5 Bedrooms,4 Bathrooms
Rare Lightpoint 2219sqft High Floor Unblocked Sea Georgetown View,RM 2 080 000,Gelugor,1528 sq.ft.,5 Bedrooms,4 Bathrooms
The Tamarind @ Seri Tanjung Pinang,RM 875 000,Tanjong Tokong,1047 sq.ft.,3 Bedrooms,2 Bathrooms
Raja Uda Penthouse cassia Resort Fully Renovated,RM 980 000,Butterworth,2427 sq.ft.,4 Bedrooms,4 Bathrooms
Bagan Lalang Sri Mekar 2,RM 290 000,Butterworth,970 sq.ft.,3 Bedrooms,2 Bathrooms
"The Light Collection III (3), FULL SEA-VIEW",RM 1 890 000,Gelugor,1844 sq.ft.,3 Bedrooms,4 Bathrooms
Inai condominium prai,RM 255 000,Perai,860 sq.ft.,3 Bedrooms,2 Bathrooms
One Imperial Condo Sungai Ara 2 Car Park Freehold ,RM 545 000,Sungai Ara,1050 sq.ft.,3 Bedrooms,2 Bathrooms
"Tri Pinnacle, Tg Tokong Gurney, Condominium",RM 485 000,Tanjong Tokong,800 sq.ft.,3 Bedrooms,2 Bathrooms
[CHEAPEST] Sri Saujana BLOCK A 700sf 2x2 Tiles Build In Wardrobe 1 CP,RM 277 000,Georgetown,700 sq.ft.,3 Bedrooms,2 Bathrooms
GURNEY PALACE (High Floor) | Gurney Drive,RM 2 950 000,Georgetown,4200 sq.ft.,5 Bedrooms,6 Bathrooms
Sri Aman- High Floor Intermediate Unit,RM 285 000,Bukit Jambul,667 sq.ft.,3 Bedrooms,1 Bathroom
[Blok 3} SRI AMAN Renovated 1 Car Park Relau near SPICE,RM 280 008,Bukit Jambul,680 sq.ft.,3 Bedrooms,2 Bathrooms
Vertu Resort Nice Unit Fully Reno Furnish 2Cp Ikea View Batu Kawan,RM 600 000,Batu Kawan,1030 sq.ft.,3 Bedrooms,2 Bathrooms
[BEST DEAL] KEY _ 10 Island Resort I Corner I Direct Sea View,RM 780 000,Batu Ferringhi,1250 sq.ft.,3 Bedrooms,2 Bathrooms
Surin Condominium Tanjung Bungah near TARC college 1307sqft 2CP,RM 688 000,Tanjung Bungah,1307 sq.ft.,3 Bedrooms,3 Bathrooms
Ferringhi Residence 2 Newly Completed No Agent Fee No Legal Fee,RM 646 000,Georgetown,1494 sq.ft.,3 Bedrooms,2 Bathrooms
Harmony view walking distance to Market Jalan Perak Jelutong,RM 355 000,Jelutong,665 sq.ft.,3 Bedrooms,2 Bathrooms
Sunrise Garden Condo - Sg Ara,RM 470 000,Bayan Lepas,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Villa Emas 2 car park Tastefully Renovated Near Factory Bayan Lepas,RM 500 000,Bayan Lepas,850 sq.ft.,3 Bedrooms,2 Bathrooms
Truini Residence -Tower A,RM 743 000,Gelugor,1130 sq.ft.,3 Bedrooms,2 Bathrooms
"New Condo At Tanjung Tokong, 2 Bedroom, Fully Renovated and Furnished",RM 1 400 000,Tanjung Bungah,1335 sq.ft.,2 Bedrooms,2 Bathrooms
The Clovers 1598sf 2 CP Fully Furnished Sungai Ara Airport Bayan Lepas,RM 650 000,Sungai Ara,1598 sq.ft.,4 Bedrooms,3 Bathrooms
[Nice Unit] Wellesley Residences 1100sf Fully Furnished,RM 580 000,Butterworth,1100 sq.ft.,3 Bedrooms,2 Bathrooms
[Value Sales] Abel Residences 1300sf Basic Reno,RM 610 000,Bukit Mertajam,1300 sq.ft.,3 Bedrooms,2 Bathrooms
[Good Sales] Abel Residences 1190sf Basic Reno,RM 560 000,Bukit Mertajam,1190 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Wangi Near Town 680sf Fully Renovated with 1-Fix Car Park,RM 280 000,Jelutong,680 sq.ft.,2 Bedrooms,1 Bathroom
"Setia Pinnacle, 1314sf, Facing Hill View, Fully Renovated, 2 car park.",RM 728 000,Sungai Ara,1314 sq.ft.,3 Bedrooms,2 Bathrooms
All Season Park Condo Ayer Itam Well Maintain Unit 1100 Sqft Best Buy,RM 570 000,Ayer Itam,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Putra Place 1000sf 1 carpark Furnished Low Floor at Bayan Lepas,RM 550 000,Bayan Lepas,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Putra Place 1000sf Loe Flooor 2carpark ,RM 580 000,Bayan Lepas,1000 sq.ft.,3 Bedrooms,2 Bathrooms
HOT DEAL! Acres Ville | 700sf | 1 CP | Renovated| Penang Sg Ara,RM 338 000,Sungai Ara,700 sq.ft.,3 Bedrooms,2 Bathrooms
The Spring Maritime Karpal Singh Drive Jelutong Renovated Lowest,RM 520 000,Jelutong,925 sq.ft.,3 Bedrooms,2 Bathrooms
HOT DEAL! Pearl Garden| 1100sf | 2 CP | Corner Unit | Sungai Ara,RM 450 000,Sungai Ara,1100 sq.ft.,3 Bedrooms,2 Bathrooms
The spring karpal Singh renovated 2cp nice unit for sale,RM 525 000,Jelutong,936 sq.ft.,3 Bedrooms,2 Bathrooms
3 residence karpal Singh high floor for sale,RM 650 000,Jelutong,845 sq.ft.,3 Bedrooms,2 Bathrooms
M Vista Condominium For Sale,RM 650 000,Bayan Lepas,841 sq.ft.,3 Bedrooms,2 Bathrooms
The Spring Maritime Karpal Singh Drive Jelutong Renovated,RM 540 000,Jelutong,935 sq.ft.,3 Bedrooms,2 Bathrooms
"Batu Ferringhi, Resort feel Condo, Affordable Price, Spacious Size.",RM 722 000,Batu Ferringhi,1494 sq.ft.,3 Bedrooms,3 Bathrooms
Sri Ivory / Ivori Farlim unfurnished unit low floor BEST BUY UNIT,RM 235 000,Ayer Itam,850 sq.ft.,3 Bedrooms,2 Bathrooms
THE CLOVERS 1598sf 2 CAR PARKS SUNGAI ARA BAYAN LEPAS AIRPORT,RM 650 000,Sungai Ara,1598 sq.ft.,3 Bedrooms,3 Bathrooms
"Best Deal ! Pangsapuri Sri Mekar 1, Bagan Lalang",RM 298 000,Butterworth,950 sq.ft.,3 Bedrooms,2 Bathrooms
"Renovated Sri Mekar 1, Bagan Lalang For Sales",RM 318 000,Butterworth,950 sq.ft.,3 Bedrooms,2 Bathrooms
"The Latitude BLOCK 2B, HIGH FLOOR, Tanjung Tokong, BELOW VALUE",RM 720 000,Tanjong Tokong,1500 sq.ft.,3 Bedrooms,2 Bathrooms
{Nego}All Season Park Spring Tower Farlim Ayer Itam 2 Car Park Penang,RM 668 000,Ayer Itam,1222 sq.ft.,4 Bedrooms,3 Bathrooms
{Worth Buy}Mutiara Villa 2 Car Park Gurney Tanjong Tokong Penang,RM 950 000,Tanjong Tokong,1600 sq.ft.,3 Bedrooms,2 Bathrooms
Untuk Dijual Kondo Mutiara Bandar Perda Bukit Mertajam Pulau Pinang,RM 235 000,Bukit Mertajam,800 sq.ft.,3 Bedrooms,2 Bathrooms
Krystal Villa 850sf Renovated Unit,RM 375 000,Sungai Nibong,850 sq.ft.,3 Bedrooms,2 Bathrooms
Ixora Height 960sf Basic Renovated,RM 470 000,Sungai Nibong,960 sq.ft.,3 Bedrooms,2 Bathrooms
Villa Emas Fully Renovated 1 Car Park,RM 370 000,Sungai Nibong,850 sq.ft.,3 Bedrooms,2 Bathrooms
[Best Buy] Woodsbury Suite Duplex 900sf Fully Furnished,RM 488 000,Butterworth,900 sq.ft.,2 Bedrooms,2 Bathrooms
[Good Sales] Dutamas Residence 1200sf Fully Furnished,RM 400 000,Bukit Mertajam,1200 sq.ft.,3 Bedrooms,2 Bathrooms
Bukit Awana Condo Paya Terubong Near Econsave 3-Rooms 1-Carpark 800SF,RM 235 000,Ayer Itam,880 sq.ft.,3 Bedrooms,2 Bathrooms
"Setia Pinnacle, Sungai Ara. 1314sf, Fully Renovated and Furnished",RM 728 000,Sungai Ara,1314 sq.ft.,3 Bedrooms,2 Bathrooms
"Queens Residence Q2, Bayan Lepas. 950sf, High Floor, Corner Unit",RM 950 000,Bayan Lepas,950 sq.ft.,3 Bedrooms,2 Bathrooms
WORTH BUY!! [TRI PINNACLE] 800sf 2cp Fully Reno Furnished nr Santorini,RM 420 000,Tanjong Tokong,800 sq.ft.,3 Bedrooms,2 Bathrooms
Saujana Damai For Sale,RM 380 000,Sungai Ara,750 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Pekaka Block 31 For Sale,RM 430 000,Gelugor,850 sq.ft.,3 Bedrooms,2 Bathrooms
Surin Condo - 1307sf - Renovated F/Furnished - Unblock Seaview - 2 cp,RM 750 000,Tanjung Bungah,1307 sq.ft.,3 Bedrooms,2 Bathrooms
Surin Condo Tanjung Bungah - 1520sf - Mid Floor Seaview - F/Renovated,RM 850 000,Tanjung Bungah,1520 sq.ft.,3 Bedrooms,3 Bathrooms
Surin Condo - 1520sf - Seaview High Floor F/Renovated - Tanjung Bungah,RM 888 000,Tanjung Bungah,1520 sq.ft.,3 Bedrooms,3 Bathrooms
"The Light Collection I 1 , 1582sf , Partially Renovated , Well Maintai",RM 1 200 000,Gelugor,1582 sq.ft.,3 Bedrooms,3 Bathrooms
Summerton Condo Worthbuy 1566sqft High Floor Cheapest In Market,RM 710 000,Bayan Lepas,1566 sq.ft.,3 Bedrooms,2 Bathrooms
Desa University Sungai Dua Nr USM 3-rooms 1031sf Renovated 1-Carpark,RM 559 000,Sungai Dua,1031 sq.ft.,3 Bedrooms,2 Bathrooms
Raffel Tower 1400sf High Floor 3 Car Park Raffle Tower,RM 1 020 000,Gelugor,1400 sq.ft.,3 Bedrooms,2 Bathrooms
Seaview condominium butterworth,RM 415 000,Butterworth,1285 sq.ft.,4 Bedrooms,2 Bathrooms
Reflection Condo 1257sf Low Floor 1Carpark Furnished at Bayan Lepas,RM 580 000,Bayan Lepas,1257 sq.ft.,3 Bedrooms,2 Bathrooms
Putra Place 1000sf Middle Floor 1carpark at Bayan Lepas,RM 575 000,Bayan Lepas,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Idaman Iris 850sf Furniushed 1carpark Middle Floor at Sungai Ara Rela,RM 450 000,Sungai Ara,850 sq.ft.,3 Bedrooms,2 Bathrooms
FULL LOAN DESA DELIMA Ayer Itam 1 CAR PARK BEST BUY UNIT FARLIM,RM 215 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
DESA DELIMA Ayer Itam 1 CAR PARK WELL MAINTAIN UNIT FULL LOAN FARLIM,RM 215 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
8 Gurney Seaview Renovated 5800 Sqft Well Maintain BEST BUY UNIT,RM 3 800 000,Persiaran Gurney,5800 sq.ft.,5 Bedrooms,5 Bathrooms
Puncak Terubong Paya Terubong Fully Renovated Well Maintain Unit,RM 230 000,Paya Terubong,650 sq.ft.,3 Bedrooms,2 Bathrooms
Surin Condo Tanjung Bungah - 1307sf - Unblock Seaview - F/Furnished,RM 730 000,Tanjung Bungah,1307 sq.ft.,3 Bedrooms,2 Bathrooms
"Meridien Residence, 1380SF Middle Floor BEST BUY !!! Key",RM 550 000,Bayan Lepas,1380 sq.ft.,4 Bedrooms,2 Bathrooms
Gt2 Golden Triangle 2 Worthbuy Reno Furnish Cheapest In Market,RM 650 000,Relau,1168 sq.ft.,3 Bedrooms,2 Bathrooms
Fettes Residence Worthbuy Reno Furnish Cheapest In Market,RM 970 000,Tanjong Tokong,1600 sq.ft.,3 Bedrooms,2 Bathrooms
City residence high floor Seaview 1250sf for sale,RM 980 000,Tanjong Tokong,1250 sq.ft.,3 Bedrooms,3 Bathrooms
Summer place corner unit renovated for sale,RM 599 000,Georgetown,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Best Buy - Surin Condo - 1307sf - Renovated F/Furnished - Tg Bungah,RM 700 000,Tanjung Bungah,1307 sq.ft.,3 Bedrooms,2 Bathrooms
Renovated | Telaga Emas Condo | Butterworth,RM 430 000,Butterworth,1336 sq.ft.,4 Bedrooms,2 Bathrooms
Renovated & Partly Furnished | Vista Bay Condo | 2 Car Park,RM 426 000,Butterworth,1258 sq.ft.,4 Bedrooms,2 Bathrooms
Grand View Heights Near Pasar 3-Rooms 700sf F/Renovated Furnished 1-cp,RM 160 000,Tanjong Tokong,700 sq.ft.,3 Bedrooms,2 Bathrooms
Mutiara Heights Jelutong 3-Rooms F/Renovated F/Furnished 850SF 1FIX CP,RM 350 000,Jelutong,850 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Fasa 4A Tanjung Tokong,RM 200 000,Tanjong Tokong,675 sq.ft.,3 Bedrooms,2 Bathrooms
High Floor i-Santorini with Partial Seaview & 2 CarPark@Tanjung Tokong,RM 495 000,Tanjong Tokong,900 sq.ft.,3 Bedrooms,2 Bathrooms
"Flat Taman Seri Janggus Block B4,Low Floor, BELOW VALUE,Bukit Mertajam",RM 108 000,Bukit Mertajam,753 sq.ft.,3 Bedrooms,2 Bathrooms
Halaman kenanga at sungai duo good deal few unit in hand,RM 268 000,Gelugor,700 sq.ft.,3 Bedrooms,2 Bathrooms
Serina bay condo at sungai pinang few unit newly reno few,RM 420 000,Jelutong,900 sq.ft.,3 Bedrooms,2 Bathrooms
Taman serina at sungai pinang good deal few unit,RM 200 000,Jelutong,670 sq.ft.,3 Bedrooms,2 Bathrooms
Uban Residence 2100sf Mid Floor Fully Renovated and Furnished,RM 958 000,Batu Uban,2100 sq.ft.,2 Bedrooms,2 Bathrooms
Tanjung Court Farlim near All Season Place 3-room 1 car park RENOVATED,RM 260 000,Ayer Itam,800 sq.ft.,3 Bedrooms,2 Bathrooms
BJ court next to BJ Complex,RM 235 000,Bayan Lepas,700 sq.ft.,3 Bedrooms,2 Bathrooms
The Light Linear Worthbuy 2 Car Park 1539sqft Well Maintain,RM 1 100 000,Gelugor,1539 sq.ft.,3 Bedrooms,3 Bathrooms
Bukit Awana Condo at Paya Terubong- 3 Room Fully Renovated Sale ,RM 235 000,Ayer Itam,900 sq.ft.,3 Bedrooms,2 Bathrooms
Price Drop Platinum 3 III Partial Reno in Teluk Kumbar Bayan Lepas,RM 450 000,Bayan Lepas,1230 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment Pangsapuri Seri Melur for sale, Raja Uda",RM 320 000,Butterworth,1057 sq.ft.,3 Bedrooms,2 Bathrooms
The Clovers Worthbuy 1598sqft 2 Car Park Reno Well Maintain,RM 650 000,Sungai Ara,1598 sq.ft.,4 Bedrooms,3 Bathrooms
Bukit Saujana For Sale,RM 190 000,Ayer Itam,800 sq.ft.,3 Bedrooms,2 Bathrooms
Best Deal Sandilands Full Reno & Furnished in Georgetown Near Jelutong,RM 810 000,Jelutong,1338 sq.ft.,3 Bedrooms,3 Bathrooms
Reflection Well Reno & Furnished in Sungai Ara nearby Airport Setia,RM 530 000,Sungai Ara,1077 sq.ft.,3 Bedrooms,2 Bathrooms
Sea & Town View The Rise Collection 3 1000sf Cheap Deal In Georgetown,RM 480 000,Georgetown,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri ria butterworth,RM 240 000,Butterworth,780 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri ruby tower butterworth,RM 240 000,Butterworth,780 sq.ft.,3 Bedrooms,2 Bathrooms
Boulevard 936sqft 2 Carparks near All Season Place Farlim Ayer Itam,RM 540 000,Ayer Itam,936 sq.ft.,3 Bedrooms,2 Bathrooms
Idaman Iris 850sf High Floor Renovated,RM 450 000,Sungai Ara,850 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Lip Sin Block 5 Furnished Renovated,RM 410 000,Sungai Dua,700 sq.ft.,3 Bedrooms,2 Bathrooms
2 car parks | Ria Apartment Ruby Tower | Renovated,RM 249 000,Butterworth,786 sq.ft.,3 Bedrooms,2 Bathrooms
Rumah Murah Untuk Investment,RM 130 000,Paya Terubong,550 sq.ft.,2 Bedrooms,2 Bathrooms
LUCERNE RESIDENCE Condo @ Bayan Lepas FREEHOLD Next Amarene NEW 2022,RM 663 900,Bayan Lepas,1140 sq.ft.,3 Bedrooms,2 Bathrooms
"Skyhome, Super Condo, 6300sf, extensive quality renovated, 6 car parks",RM 4 800 000,Tanjung Bungah,6300 sq.ft.,5 Bedrooms,4 Bathrooms
"Desa Alor Vista, middle floor, fully renovated, 1 car park at Relau",RM 390 000,Bayan Lepas,700 sq.ft.,3 Bedrooms,2 Bathrooms
"Alpine Tower, high floor, corner, 986sf, 2 car parks at Bukit Jambul",RM 450 000,Bukit Jambul,986 sq.ft.,3 Bedrooms,2 Bathrooms
The Light Collection 1 3 Car Park 1582sqft Corner Unit Well Maintain,RM 1 250 000,Gelugor,1582 sq.ft.,3 Bedrooms,3 Bathrooms
Artis 3 Worthbuy 2 Car Park High Floor WORTHBUY 1175Sqft,RM 780 000,Jelutong,1175 sq.ft.,3 Bedrooms,2 Bathrooms
Putra Place,RM 450 000,Bayan Lepas,1000 sq.ft.,3 Bedrooms,2 Bathrooms
3 Rooms Freehold Taman Bukit Jambul Flat FOR SALE,RM 258 000,Bukit Jambul,845 sq.ft.,3 Bedrooms,2 Bathrooms
Setia Sky Ville 2 Car Park Pool View Well Maintain Cheapest,RM 750 000,Jelutong,1036 sq.ft.,3 Bedrooms,2 Bathrooms
Taman jade view at bukit gambier good deal few unit,RM 288 000,Gelugor,721 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Permata block 17 at paya Terubong few unit good deal,RM 280 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
Tri Pinnacle condo at tanjung tokong best deal few 2 car park few unit,RM 450 000,Tanjong Tokong,850 sq.ft.,3 Bedrooms,2 Bathrooms
Sri ivory at Farlim few unit in hand few unit,RM 250 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
